Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x )
Leandro Alves,leandro__consultor_de_imoveis,N/A,2022-12-28 20:16:04 EST,2022-12-28,20:16:04,Photo,2,2,0,0,false,https://www.instagram.com/p/Cmu6qDOOG54/,https://www.instagram.com/p/Cmu6qDOOG54/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322422860_2184876211698058_3375976285128283099_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qk0raa_s8ckAX92vzSG&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAmnqcs_JibYGE57rubB7J_DLzYVjxirDRFkEIAZWH3LQ&oe=64969BDC,,,,,,-98
Leandro Alves,leandro__consultor_de_imoveis,N/A,2022-12-28 19:04:30 EST,2022-12-28,19:04:30,Photo,0,0,0,0,false,https://www.instagram.com/p/Cmuyd9KOWQJ/,https://www.instagram.com/p/Cmuyd9KOWQJ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322556979_3332897430308660_2642844459662200703_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=nEKypOcaIEMAX_v4zbO&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBEzKoqgsvoRetFpHOJJqjOQluIUSHXBZ3sP3A_gnGh0g&oe=649743F8,,Espírito  natalino,,,,-392
SARGENTO RODRIGUES,sargentorodriguesoficial,22755,2022-12-28 10:17:28 EST,2022-12-28,10:17:28,Photo,530,422,108,0,false,https://www.instagram.com/p/Cmt2Jy2r0Am/,https://www.instagram.com/p/Cmt2Jy2r0Am/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322416961_846990193204685_7127769243226747222_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=n_5A76NVT64AX-85EPx&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDap0Y_5UdTsyTBfZBAWsQM0ODRQzWoz0Kv8p1kZXrdDA&oe=63E8B99A,,"#Repost @jornalbsm with @use.repost
・・・
O futuro ministro da Economia, Fernando Haddad (PT), solicitou ao governo do presidente Bolsonaro (PL), que não prorrogue a isenção do PIS/Cofins a respeito dos combustíveis. Em janeiro do ano que vem os preços da gasolina, diesel e gás de cozinha podem voltar a subir.",1O BRASILSEMMEDO OSE CO AN Governo do PT deve voltar a cobrar impostos sobre combustíveis jornalbsm,,,1.68
Jose Vasconcelos Viana,josevasconcelosviana,N/A,2022-12-28 08:48:11 EST,2022-12-28,08:48:11,Photo,95,91,4,0,false,https://www.instagram.com/p/Cmtr76GOQnf/,https://www.instagram.com/p/Cmtr76GOQnf/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322039345_681360770247808_4514799132685824578_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=LjeMuysQ1f8AX_qw_HD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA0LcGrhN5tvOueSERoyIiH1YipvQY2PSQBbDdvRtSDrA&oe=6497FC60,,"HADDAD É O PIOR PARA O BRASIL. 
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #feliznatal #Natal #oladraonaosobearampa #artigo142 #quartéis #intervencaofederal #intervencaomilitar #bolsonaropresoem2023 #bolsonaro #gasolina #fazol",José Vasconcelos Viana n @va... 1min GASOLINA VAI FICAR MAIS CARA EM JANEIRO. o PT GOSTA DE AUMENTO DE IMPOSTOS. ALGUÉM IRIA PAGAR A CONTA. FAZOL! #bolsonaroreeleito #OLadraoNaoVaiSubirARampa,,,-3.22
Jose Vasconcelos Viana,josevasconcelosviana,N/A,2022-12-28 06:45:21 EST,2022-12-28,06:45:21,Photo,745,689,56,0,false,https://www.instagram.com/p/Cmtd4MXO_0c/,https://www.instagram.com/p/Cmtd4MXO_0c/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322269694_1252753941972391_7333925131596026275_n.webp?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=GqsTp_oFspIAX9eis9x&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfABgVH3PUFr477eeJgTqKFLga6RSd0EbzVj18LGPHAcAw&oe=6497C82D,,"MITO!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #feliznatal #Natal #oladraonaosobearampa #artigo142 #quartéis #intervencaofederal #intervencaomilitar #bolsonaropreso","POLÍTICA OPINIÃO JOSÉ VASCONCELOS VIANA ""NÃO PASSAR A FAIXA PARA LULA MOSTRA QUE BOLSONARO AINDA POSSUI HONRA E CONSIDERAÇÃO PELO POVO BRASILEIRO, QUE NÃO ACEITA UM LADRÃO"" PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,2.66
Gilson da Autoescola,gilsondaautoescola,N/A,2022-12-27 19:55:33 EST,2022-12-27,19:55:33,Photo,36,31,5,0,false,https://www.instagram.com/p/CmsTg4etLgQ/,https://www.instagram.com/p/CmsTg4etLgQ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322175973_866731654528046_1357865842857186077_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=5wHU0XnfYqgAX8-enby&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDcDoVwYuOkvmtjYJl2f7xu9LnT08fI95TX68mFAx3Idw&oe=6494F68D,,"ALUNOS E PROFESSORES 

Depois de tanto estudo e esforço, chegou o tão merecido descanso! 
Boas férias!

.

.

.

#ferias #educação #descanso #profissionaisdaeducação #estudantes #viagens #prefeituradebetim #vereadorgilsondaautoescola",,,,-1.56
João Salas,oficialjoaosalas,N/A,2022-12-27 18:57:54 EST,2022-12-27,18:57:54,Photo,147,124,23,0,false,https://www.instagram.com/p/CmsM6p3J3ss/,https://www.instagram.com/p/CmsM6p3J3ss/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322143914_1308481849997246_1566703488664191996_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=JhV749nfProAX-K2zgr&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBW3QO2dWWlVM9CDmubWbza6X5JxU45OCWBCYxST8fCCw&oe=640575DD,,Brasil acima de tudo. 🇧🇷,,,,-13.63
WESLEY ROS,wesleyros,282022,2022-12-27 07:05:41 EST,2022-12-27,07:05:41,Photo,"40,084",38604,1480,0,false,https://www.instagram.com/p/Cmq7aTuL6fL/,https://www.instagram.com/p/Cmq7aTuL6fL/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322318170_894527848452941_8223418711162477438_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=0D4OwLj6rZIAX_BEYBh&_nc_oc=AQmmclxm7Vklsdwy_lDz6wFdvOuJebCSNX30nUl1lwb4c_kzi3Q7eCtZJ9n-NlehInM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC6qF1y3o34lv7VLWjKswhct_MO9CZHa4qXpvFzE495wQ&oe=64953858,,"Publicação de @wesleyros 

🤷🏾‍♂️PORQUE BRASILEIROS “menos desprovidos de raciocínio” ainda fazem “L” ?
🤷🏾‍♂️ PORQUE ainda gritam que Bolsonaro é GENOCIDA? 
🤷🏾‍♂️ PORQUE não sabem nada sobre os feitos do governo BOLSONARO? 
🤷🏾‍♂️PORQUE acham que Lul4 é inocente? 
🤷🏾‍♂️PORQUE acreditaram na narrativa da “picanha no prato?” … será que são burros a tal modo?? 
 
RESPOSTA: “naãoooo… não são burros, só são mentes fracas alimentadas por qualquer informação que se conecte com o estômago e não com o cérebro… eles não tem merdas na cabeça por si só, TEM UMA FONTE CHAMADA “GLOBO” que joga bosta na mente deles e que saem pela boca deles.🤷🏾‍♂️ 

triste essa doença né??? 
Da até dó!

Parabéns @sociedadeilustradaoficial",SOCIEDADE ILUSTRADA,,,9.73
Jose Vasconcelos Viana,josevasconcelosviana,N/A,2022-12-27 06:34:01 EST,2022-12-27,06:34:01,Photo,106,102,4,0,false,https://www.instagram.com/p/Cmq3yVzOgpe/,https://www.instagram.com/p/Cmq3yVzOgpe/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322050967_1353467108771628_726947859852962424_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=59lenNPwISEAX_SUDyj&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDCcNLpNjznuewcNYK3ARKZPyXsZ0uCQM_82M4muPmw_A&oe=6496FF92,,"GLOBOLIXO!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #feliznatal #Natal #oladraonaosobearampa #artigo142 #quartéis #intervencaofederal #intervencaomilitar #bolsonaropreso","1O0T José Vasconcelos Viana @va... 1min A globosta produziu um documentário do período em que Lula, o ladrão, estava preso. Documentário serve, em suma, para exaltar positivamente alguma questão. Chego à conclusão de que pior que a Globo é você que assiste! #OLadraoNaoSobeARampa #GloboLixo",,,-2.59
SARGENTO RODRIGUES,sargentorodriguesoficial,22712,2022-12-26 17:25:45 EST,2022-12-26,17:25:45,Photo,193,184,9,0,false,https://www.instagram.com/p/Cmpdk5OLGuE/,https://www.instagram.com/p/Cmpdk5OLGuE/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321921413_1133697207339221_7575971498374481_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=AcOP2_nlX1YAX_biEoS&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDBTSgtp7s4C3qSCERtclJ4Stf7ghYnR55ckgmGhxLyXA&oe=63E98347,,"Reconhecimento do nosso trabalho! Obrigado, @pedro.bezerra.31392410 !","POLÍCIA CIVIL MINAS GERAIS CIVIL POLÍCIA CIVIL MNAGE POLÍCIA CIVIL MINAS DOLÍCIA L POLÍCIA CIVIL POLÍCIA CIVIL Curtido por hipolitabrum e outras pessoas pedro.bezerra.3139241 31392410 Tivemos a alegria de receber hoje 13 kits, compostos cada um com uma geladeira, um fogão, um micro ondas e uma TV para serem distribuídos nas unidades policiais do departamento TOP agradecemos o Deputado Estadual Sgt. Rodrigues pela iniciativa, que muito vai ajudar na melhoria de nossas delegacias TOP #pcmgoficial #deputadosargentorodrigues",,,-1.64
Núbia Modista,nubiamodista,N/A,2022-12-26 16:39:23 EST,2022-12-26,16:39:23,Photo,13,12,1,0,false,https://www.instagram.com/p/CmpYRPSPKYP/,https://www.instagram.com/p/CmpYRPSPKYP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321851961_1313726755867538_7378685337149241324_n.webp?stp=dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=k1iS4Rx1nkgAX9iAHFP&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDc72JAEh_5zWjOFc6E7hMiTLvMahH8erWHfu7SHMRadg&oe=649622E4,,26/12/22,,,,-8
Núbia Modista,nubiamodista,N/A,2022-12-26 16:27:25 EST,2022-12-26,16:27:25,Photo,7,6,1,0,false,https://www.instagram.com/p/CmpW5qWvsgl/,https://www.instagram.com/p/CmpW5qWvsgl/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322307094_708042694017809_817947482298862297_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=d_9RPhLczrIAX_e3pz_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDiwSfHbbG7JwEt9ezze-cMnCSHlErZVBJAd7uQQCLA8w&oe=64963265,,Comando Militar do Leste  RJ,,,,-14.86
Núbia Modista,nubiamodista,N/A,2022-12-26 15:34:48 EST,2022-12-26,15:34:48,Photo,8,7,1,0,false,https://www.instagram.com/p/CmpQ4TdvoZd/,https://www.instagram.com/p/CmpQ4TdvoZd/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322551576_543478784385717_7362676257705595759_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=lt7l-K3P2ToAX_D62go&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBeJc65fymVD-maBM8i2vLmcA3Tb7_SAoyhL1jAIDtX3A&oe=64961704,,26/12/22,,,,-13
Leandro Alves,leandro__consultor_de_imoveis,N/A,2022-12-26 11:42:24 EST,2022-12-26,11:42:24,Photo,2,1,1,0,false,https://www.instagram.com/p/Cmo2SJnOB_R/,https://www.instagram.com/p/Cmo2SJnOB_R/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321873097_815468302853499_3296405359471989950_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=8NqQqdCaoaUAX9f8qIw&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBUWw8zaytgoK2RhJTK20b2FDo9PCDqdG9ZwJzwPe1kEA&oe=64974A4E,,,,,,-98
Jose Vasconcelos Viana,josevasconcelosviana,N/A,2022-12-26 07:37:00 EST,2022-12-26,07:37:00,Photo,813,672,141,0,false,https://www.instagram.com/p/CmoaMxSOefb/,https://www.instagram.com/p/CmoaMxSOefb/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321951494_640534834530439_5178740490941076618_n.webp?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=iILi_1siftoAX-Ha79R&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfByBys7EJXe_P63gfIPmpD7ZjhAwJ7K5VafL1A-uAsVQA&oe=64962AF7,,"LULA VAI SOFRER MUITO!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #feliznatal #Natal #oladraonaosobearampa #artigo142 #quartéis #intervencaofederal #intervencaomilitar #bolsonaropreso","POLÍTICA OPINIÃO JOSÉ VASCONCELOS VIANA ""CASO LULA VENHA SUBIR A RAMPA NO DIA 1°, OS 58 MILHÕES DE PATRIOTAS DEVEM FAZER o LADRÃO SENTIR NA PELE ဝ QUE É OPOSIÇÃO"" PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,2.96
Núbia Modista,nubiamodista,N/A,2022-12-25 20:38:19 EST,2022-12-25,20:38:19,Photo,18,15,3,0,false,https://www.instagram.com/p/CmnO0YyDDTj/,https://www.instagram.com/p/CmnO0YyDDTj/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321880868_487262996846530_8386975719121565950_n.webp?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=fKGOCrZ21UgAX-iv4Xl&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAMHTuG1KnywiOHGdk0RA7pqNyUgTPlNOLhWy5rCj-QKw&oe=649627BE,,Isabela,,,,-5.78
Núbia Modista,nubiamodista,N/A,2022-12-25 20:37:05 EST,2022-12-25,20:37:05,Photo,19,18,1,0,false,https://www.instagram.com/p/CmnOrWGjbOC/,https://www.instagram.com/p/CmnOrWGjbOC/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322034710_149714244503327_6368206533646989227_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=aypIyikNE2IAX-q3Elh&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDUMr61Vl5LBhvuTt1-psl7alXQCIFtREhe6iR961LBEg&oe=649657EE,,Isabela 💜,,,,-5.47
Sergio Brucutu,sergio_brucutu,N/A,2022-12-25 18:10:00 EST,2022-12-25,18:10:00,Album,66,36,30,0,false,https://www.instagram.com/p/Cmm92DkqSx5/,https://www.instagram.com/p/Cmm92DkqSx5/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321752202_141993828383565_8073405225096410275_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-C-yrxTyaR4AX9fpPa3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCC0IKrf4vKRSF6OvjaHOc-wQqhMWVHa89_aPShovaKyA&oe=6496744B,,❤️💚,,,,-2.67
Karol Eller...,karolelleroficial,452862,2022-12-25 16:29:16 EST,2022-12-25,16:29:16,Video,"28,307",26086,2221,100060,false,https://www.instagram.com/tv/CmmySumI1s-/,https://www.instagram.com/tv/CmmySumI1s-/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321360718_1112687812774966_3060924159541999945_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2y6SeeEj5WIAX-9m8cn&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD7gjemookH8Epl-dS8ZAA65btSbsOwWUPy5rN-siPDGw&oe=64965B8F,,Urgente! Com todo respeito a todos! Mas essa é minha OPNIAO! Eu não iria,,,,6.56
Mathews Luķķas Phellype,lukkas_phellype,N/A,2022-12-25 07:32:15 EST,2022-12-25,07:32:15,Photo,74,8,66,0,false,https://www.instagram.com/p/Cml03DWuSuy/,https://www.instagram.com/p/Cml03DWuSuy/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321407039_5732330513514083_8524403978634282022_n.webp?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=RdtVhfIstDoAX_kI8Wq&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAA60P7YoJla8wNF6kjUt8lBbk-RjGbKG6f5LSdStvmNA&oe=6495E80D,,"Esse Fardo eu Não Carrego ! 😅😅😅

#feliznatal",,,,1.95
Mathews Luķķas Phellype,lukkas_phellype,N/A,2022-12-25 06:33:43 EST,2022-12-25,06:33:43,Photo,73,8,65,0,false,https://www.instagram.com/p/CmluKVZufJI/,https://www.instagram.com/p/CmluKVZufJI/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321704457_179539894723630_137406128675033671_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Uhikr4gclHQAX9iGhF1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBm87D0KKsaOhCOYHih_MmCANuzTqbaEtVxaiZcSfMFbw&oe=64953A95,,"Feliz Natal a todos vocês, 

""JESUS CRISTO VIVE""

#feliznatal🎄 #feliznatal #feliz #natal #merrychristmas #merry #christmas 
#joyeuxnoel  #joyeuxnoël #joyeux #noël 

#חגמולדשמח",,,,1.92
Jose Vasconcelos Viana,josevasconcelosviana,N/A,2022-12-25 06:27:06 EST,2022-12-25,06:27:06,Photo,106,103,3,0,false,https://www.instagram.com/p/CmltZ2cuk6l/,https://www.instagram.com/p/CmltZ2cuk6l/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322041915_1495376094277934_1405374220907600150_n.webp?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=zcgL1Fc8j64AX_zjfPV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCtMhbzCJZF3MCPmyWXuTdsiW94ggj11fzxkezUgklbsA&oe=6496AA98,,"FELIZ NATAL!
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #feliznatal #Natal #oladraonaosobearampa #artigo142","José Vasconcelos Viana @va... ·1min UM NATAL DE LUZ, PROSPERIDADE AMOR A TODOS GUERREIROS E PATRIOTAS. Não desistiremos! #FelizNatal #OLadraoNaoVaiSubirARampa 1",,,-3.54
Josafá Ramos,josafarramos,N/A,2022-12-25 00:23:34 EST,2022-12-25,00:23:34,Album,45,40,5,326,false,https://www.instagram.com/p/CmlDzR-utXe/,https://www.instagram.com/p/CmlDzR-utXe/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321439680_895706958273183_4824925253563479363_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=NXdhNdK_nZIAX__u4sz&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCY7boAFuQhkHpXzXhMOiCh6a1bm4qiGALdNLXJdHKAXw&oe=64000FB5,,,,,,-2.27
Alexandre Carmo,alexcarmolondon,N/A,2022-12-24 21:39:15 EST,2022-12-24,21:39:15,Photo,7,4,3,0,false,https://www.instagram.com/p/Cmkw_uNo4Oi/,https://www.instagram.com/p/Cmkw_uNo4Oi/,https://scontent-sea1-1.cdninstagram.com/v/t39.30808-6/321627914_3227108024266107_1829533782878058575_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=CjMwdoZocv8AX9YHUj4&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAGUczwisg8VZcyN56GtknY8q-0XpjzsPlmif9HKCCdJQ&oe=649748C4,,HEPPY CHRISMAS FOR EVERY ONE,,,,1
Leandro Alves,leandro__consultor_de_imoveis,N/A,2022-12-24 19:09:32 EST,2022-12-24,19:09:32,Photo,10,9,1,0,false,https://www.instagram.com/p/Cmkf3UTO68A/,https://www.instagram.com/p/Cmkf3UTO68A/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321916761_671075507828050_975118277012929530_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=fsC0sVgmQCIAX8PZcvr&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCHDWcO2Bv8E8nBUNfkXLK9clPXVOoPDEyJVv6gZ4iC2Q&oe=649658C4,,,,,,-19.6
WESLEY ROS,wesleyros,281839,2022-12-24 18:53:58 EST,2022-12-24,18:53:58,Photo,"1,966",1935,31,0,false,https://www.instagram.com/p/CmkeFTXLNKR/,https://www.instagram.com/p/CmkeFTXLNKR/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321605980_703504057857259_3399765297154581507_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=OajB3wVJL4UAX_B0rYT&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC8gm7grnlLWuO-icLiN6bUCUoqK-9hVWD6WxJNP4i7bw&oe=6496876F,,"ESTE É O DIA EM QUE LEMBRAMOS O NASCIMENTO DO MAIOR DE TODOS OS  QUE JÁ NASCERAM DE UMA MULHER… Obrigado YESHUA por continuar nascendo a cada dia em cada coração🙏🏾 desejamos isso a você nosso seguidor ❤️🙏🏾 o nascimento e a presença de JESUS sempre em seu lar!
FELIZ NATAL!!!",FelisNatak Natal ASHE FOREVER REVERYOUNG YOUNG REVER Que o Senhor Casa! Jesus ilumine a sua Família Ros,,,-2.11
Núbia Modista,nubiamodista,N/A,2022-12-24 17:13:17 EST,2022-12-24,17:13:17,Photo,14,13,1,0,false,https://www.instagram.com/p/CmkSj2tvbxh/,https://www.instagram.com/p/CmkSj2tvbxh/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321364451_898465318173020_4183378711174416406_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=r1-tTH74lFQAX_xx98d&_nc_oc=AQlNkgh1wqOuak9gAqcQwtCrq0pYfWoDdCqxB6DYPK2vW0TUglYNwN92-Y9jSus3VYY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC2c-931_syjx6VTXc8x9iW43mzuDOS-vuymPumNz_KKQ&oe=6496A3E1,,Brasil 24/22/2022,,,,-7.43
Valdomiro Luis Pereira,luispereiravaldomiro,N/A,2022-12-24 13:15:27 EST,2022-12-24,13:15:27,Photo,12,11,1,0,false,https://www.instagram.com/p/Cmj3V5MrBBS/,https://www.instagram.com/p/Cmj3V5MrBBS/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321516326_727983595344975_6413264385092071359_n.webp?stp=dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=T7be2NnUwWsAX9Auhk2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAW5lts4DSWTbUWRf3WD0sEn6CZvQ2ilwpanew4_06gIg&oe=64969317,,,,,,-1.25
Leandro Alves,leandro__consultor_de_imoveis,N/A,2022-12-24 13:12:53 EST,2022-12-24,13:12:53,Photo,4,4,0,0,false,https://www.instagram.com/p/Cmj3DFnOKKN/,https://www.instagram.com/p/Cmj3DFnOKKN/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321846525_526943722827419_27643965830892558_n.webp?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=jNkPeiq9E9MAX-VAvse&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD9Lu3voR3efY2sx3S4WIZ9iAxmBKmE4Wvjoe8TZcc9Mw&oe=6497EBF2,,Que nesse Natal não falte comida na mesa de ninguém.,,,,-49
SARGENTO RODRIGUES,sargentorodriguesoficial,22710,2022-12-24 08:00:03 EST,2022-12-24,08:00:03,Photo,140,131,9,0,false,https://www.instagram.com/p/CmjTPvFsIxp/,https://www.instagram.com/p/CmjTPvFsIxp/,https://scontent-sea1-1.cdninstagram.com/v/t39.30808-6/321454619_3398412573723522_7814189984833039025_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FrBV_FXBYpAAX_-vbaH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDWCuHEN7vHI1qEdizuL0Ucj2O6qbqYeHIfKdnuZdZGbg&oe=63E6A848,,"Que o amor e a união sejam os principais ingredientes não só da sua noite de natal, mas de todos os dias da sua vida. FELIZ NATAL! 🌲🎅","Que neste natal o nascimento de Jesus devolva a paz e Ο amor para todos e renove nossas energias, com infinitas bênçãos Feliz natal DEPUTADOEST SARGENTO RODRIGUES",,,-2.23
